ISBN;Title;Authors;Publisher;Edition;Location;Genre;Price;MaxLoanDays;MediaType;CreatedBy
0812969820;Caravans;James A. Michener;Books On Tape;20;Shelf-12;Fiction in English;21.36;14;Book;import
972232800X;O mandarim;Eça de Queiroz;Porto Editora;59;Shelf-20;Fiction, short stories (single author);40.26;14;DVD;import
9781905217687;A handbook of ornament with 300 plates containing about 3,000 illustrations of the elements, and the application of decoration to objects;Franz Sales Meyer;Architectural book pub. co.;33;Shelf-8;Decoration and ornament;39.52;14;Magazin;import
9780872860612;Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness;Charles Bukowski;City Lights Books;5;Shelf-3;Diverses;38.95;14;Book;import
3217010450;SS-GB;Len Deighton;Bruguera;28;Shelf-0;Fiction;33.40;14;Book;import
3217010450;SS-GB;Len Deighton;Bruguera;28;Shelf-25;Fiction;27.70;14;Book;import
0803767579;Peace at last;Jill Murphy;Dial;23;Shelf-23;Bears;29.78;14;E-Book;import
3608934316;Tolkien;Humphrey Carpenter|Pierre Alien;Ballantine;27;Shelf-10;Anglicists;15.95;14;E-Book;import
3608934316;Tolkien;Humphrey Carpenter|Pierre Alien;Ballantine;27;Shelf-25;Anglicists;27.74;14;Magazin;import
3921568102;C.M. Wieland sämmtliche Werke;Christoph Martin Wieland;Im Commission bey Anton Doll;57;Shelf-18;Diverses;16.44;14;E-Book;import
3921568102;C.M. Wieland sämmtliche Werke;Christoph Martin Wieland;Im Commission bey Anton Doll;57;Shelf-21;Diverses;40.65;14;E-Book;import
9780810910584;David Hockney;David Hockney|Sarah Howgate|Barbara Stern Shapiro|R.B. Kitha|Henry Geldzahler;Galerie Claude Bernard;41;Shelf-27;Art, Modern;10.27;14;Magazin;import
9780515130423;Bolt;Dick Francis;Pan;26;Shelf-15;Open Library Staff Picks;31.23;14;Magazin;import
8072034065;Shosha;Isaac Bashevis Singer;Plaza & Janés;46;Shelf-37;Fiction;37.07;14;E-Book;import
9780586057018;La Romana;Alberto Moravia;Editorial Losada;35;Shelf-30;Italian fiction;29.32;14;DVD;import
2070423336;Die Handschrift von Saragossa;Jan Potocki|jaime torres|Ian MacLean;Librarie Jose Corti;44;Shelf-26;Adventure stories;39.59;14;Magazin;import
2070423336;Die Handschrift von Saragossa;Jan Potocki|jaime torres|Ian MacLean;Librarie Jose Corti;44;Shelf-12;Adventure stories;31.10;14;DVD;import
2070423336;Die Handschrift von Saragossa;Jan Potocki|jaime torres|Ian MacLean;Librarie Jose Corti;44;Shelf-29;Adventure stories;39.74;14;DVD;import
0674995228;Hippocrates;Hippocrates;Zentralantiquariat der Deutschen Demokratischen Republik;30;Shelf-39;great_books_of_the_western_world;20.68;14;DVD;import
1299899854;La piel del tambor;Arturo Pérez-Reverte;Debolsillo;32;Shelf-27;Catholic church buildings;24.90;14;Book;import
1299899854;La piel del tambor;Arturo Pérez-Reverte;Debolsillo;32;Shelf-7;Catholic church buildings;27.99;14;Magazin;import
9780748113118;The Scarpetta Factor;Patricia Cornwell;Lian pu chu ban;24;Shelf-35;Fiction;15.97;14;Book;import
9780748113118;The Scarpetta Factor;Patricia Cornwell;Lian pu chu ban;24;Shelf-8;Fiction;18.93;14;DVD;import
9783847268567;Ben-Hur;Lewis Wallace;tredition Verlag;62;Shelf-1;Diverses;43.25;14;E-Book;import
9783847268567;Ben-Hur;Lewis Wallace;tredition Verlag;62;Shelf-27;Diverses;26.91;14;Magazin;import
9783570212240;Five on a Hike Together;Enid Blyton;Hodder and Stoughton;32;Shelf-17;Famous Five (Fictitious characters);36.18;14;DVD;import
9783570212240;Five on a Hike Together;Enid Blyton;Hodder and Stoughton;32;Shelf-34;Famous Five (Fictitious characters);26.77;14;Book;import
0786908343;Passage to Dawn;R. A. Salvatore;Ithaki Yayinlari;11;Shelf-15;Fiction;44.03;14;DVD;import
1841497428;Beyond the Shadows;Brent Weeks;Blanvalet;7;Shelf-36;fantasy;34.69;14;Magazin;import
1841497428;Beyond the Shadows;Brent Weeks;Blanvalet;7;Shelf-4;fantasy;37.70;14;Magazin;import
1841497428;Beyond the Shadows;Brent Weeks;Blanvalet;7;Shelf-0;fantasy;22.53;14;Book;import
2809413908;Batman;Frank Miller|David Mazzucchelli;Panini France;5;Shelf-29;Batman (fictitious character), fiction;25.94;14;Book;import
3734101476;Treachery in Death;Nora Roberts;;24;Shelf-37;Women detectives;41.83;14;DVD;import
8448036271;Taliesin (Pendragon Cycle #1);Stephen R. Lawhead;LGF;22;Shelf-25;Adaptations;43.35;14;E-Book;import
0441385524;Jhereg;Steven Brust;Ace Books;5;Shelf-39;Vlad Taltos (Fictitious character);37.72;14;DVD;import
9783442121311;Tragoediae;Seneca the Younger;University of Chicago Press;53;Shelf-13;Drama;35.48;14;Book;import
0385547757;Harlem Shuffle;Colson Whitehead|Yannick García;Otava;15;Shelf-5;American literature;29.82;14;Book;import
9780671666569;From Bauhaus to our house;Tom Wolfe;Blackstone Audiobooks;26;Shelf-0;Architecture, Modern;13.12;14;Magazin;import
0586064664;Hotel du Lac;Anita Brookner;Recorded Books;22;Shelf-17;Fiction;23.67;14;DVD;import
0586064664;Hotel du Lac;Anita Brookner;Recorded Books;22;Shelf-33;Fiction;34.12;14;Book;import
0586064664;Hotel du Lac;Anita Brookner;Recorded Books;22;Shelf-4;Fiction;40.20;14;Magazin;import
9780300182910;Against the Grain;James C. Scott;Yale University Press;9;Shelf-23;Origin;37.08;14;Book;import
9782070231478;Introduction to metaphysics;Martin Heidegger|Gregory Fried|Richard Polt;Gallimard;34;Shelf-14;Metaphysics;22.15;14;DVD;import
129990369X;Palomar;Italo Calvino;Secker & Warburg;29;Shelf-13;Continental european fiction (fictional works by one author);23.37;14;DVD;import
9788466329576;The Hamlet;William Faulkner;Garland Publishing, Inc.;37;Shelf-17;American Manuscripts;21.38;14;Book;import
9788495273970;Raymond Pettibon;Raymond Pettibon|Roberto Ohrt|Thomas Mie gang|Gerald Matt|Edward Dimendberg|Uwe Koch;Kunsthalle Bern and 14/16 Verneuil-Marc Blondeau;14;Shelf-40;Catalogs;11.61;14;E-Book;import
9780099649205;The Big Nowhere;James Ellroy;Mysterious Press;31;Shelf-21;Crime;29.89;14;Book;import
9780679727262;The Real Life of Sebastian Knight;Vladimir Nabokov|Ferran Ràfols Gesa|Vladimir Nabokov;New Directions;45;Shelf-14;Fiction;17.54;14;Magazin;import
9780679727262;The Real Life of Sebastian Knight;Vladimir Nabokov|Ferran Ràfols Gesa|Vladimir Nabokov;New Directions;45;Shelf-3;Fiction;39.12;14;Magazin;import
9780679727262;The Real Life of Sebastian Knight;Vladimir Nabokov|Ferran Ràfols Gesa|Vladimir Nabokov;New Directions;45;Shelf-9;Fiction;44.53;14;E-Book;import
9783110074710;Werke;Friedrich Nietzsche|Marie-Luise Haase|Bettina Reimer|Thomas Riebe|Beat Rollin|Rene Stockmar|Johann Figl|Hans Gerald Hodl|Ingo W. Rath;Walter de Gruyter;50;Shelf-17;Philosophy;19.36;14;DVD;import
9780394718071;Seven Gothic tales;Isak Dinesen;Rowohlt;32;Shelf-26;English Short stories;16.28;14;E-Book;import
9780394718071;Seven Gothic tales;Isak Dinesen;Rowohlt;32;Shelf-8;English Short stories;14.80;14;Book;import
9780394718071;Seven Gothic tales;Isak Dinesen;Rowohlt;32;Shelf-40;English Short stories;15.13;14;E-Book;import
0523485654;Planet of the Damned;Harry Harrison;Pinnacle Press;30;Shelf-35;Fiction in English;32.36;14;Book;import
6054607103;Sailor on Horseback;Irving Stone;New American Library of Canada;53;Shelf-17;Biography;43.58;14;Magazin;import
0723260117;The pie and the patty-pan;Beatrix Potter;Frederick Warne and Co.;35;Shelf-37;Juvenile fiction;13.58;14;Magazin;import
2012100228;La Grande Traversée;René Goscinny|Albert Uderzo;Charles River Books;42;Shelf-18;series:Astérix;14.30;14;Book;import
9781451637038;Runaways;V. C. Andrews;Bertrand Brasil;18;Shelf-39;Fiction;17.22;14;Magazin;import
9780828885959;Le Grand Fossé;Albert Uderzo;Albert René;43;Shelf-17;series:Astérix;37.13;14;Book;import
888158087X;Sean Scully;Sean Scully|Donald Kuspit|Maris Lluisa Borras|Danilo Eccher|Lorand Hegyi|Francisco Jarauta|Maria Muller|Armin Zweite|Bernd Kluser|Armin Zwelte;Jamileh Weber Gallery;42;Shelf-31;Catalogs;20.05;14;DVD;import
3932189612;Alex Katz;Alex Katz|Lena Maculan|Nikolaus Ruzicska|Merlin James|Lawrence Alloway|Dana Self|Shamim M. Momin|Adam D. Weinberg;Silvana;52;Shelf-40;Catalogs;26.35;14;Magazin;import
9788371324826;Lone eagle;Danielle Steel;Corgi;38;Shelf-33;Air pilots;37.82;14;E-Book;import
9788371324826;Lone eagle;Danielle Steel;Corgi;38;Shelf-38;Air pilots;29.03;14;Magazin;import
9780671874346;Life after God;Douglas Coupland;Simon & Schuster;14;Shelf-0;American Short stories;31.90;14;Book;import
9781466806818;Die Angst des Tormanns beim Elfmeter;Peter Handke;Quartet Books Ltd;30;Shelf-17;Soccer players;43.98;14;E-Book;import
9781466806818;Die Angst des Tormanns beim Elfmeter;Peter Handke;Quartet Books Ltd;30;Shelf-31;Soccer players;24.45;14;E-Book;import
0226733726;Citadelle;Antoine de Saint-Exupéry;University of Chicago Press;22;Shelf-15;French literature;42.56;14;E-Book;import
9780751588149;The angel of darkness;Caleb Carr;Sphere;26;Shelf-7;Criminal psychology;18.41;14;DVD;import
0030573343;Komm Mit!;George Winkler;Holt, Rinehart & Winston;41;Shelf-20;collectionID:Flang;29.48;14;Magazin;import
225311927X;The Fifth Head Of Cerberus;Gene Wolfe;R. Laffont;24;Shelf-1;American Science fiction;16.60;14;DVD;import
225311927X;The Fifth Head Of Cerberus;Gene Wolfe;R. Laffont;24;Shelf-30;American Science fiction;38.10;14;Magazin;import
1578150477;Longshot;Dick Francis;William A. Thomas Braille Bookstore;38;Shelf-28;Horse racing in fiction;15.15;14;DVD;import
9782866360177;Narrenschiff;Sebastian Brant;CNDP, CRDP Strasbourg;47;Shelf-9;Bibliography;35.12;14;Magazin;import
9780786120222;Meus Artigos;Jacob Burckhardt;BiblioBazaar;53;Shelf-2;Renaissance;25.36;14;DVD;import
9780786120222;Meus Artigos;Jacob Burckhardt;BiblioBazaar;53;Shelf-30;Renaissance;21.51;14;E-Book;import
9780786120222;Meus Artigos;Jacob Burckhardt;BiblioBazaar;53;Shelf-24;Renaissance;17.84;14;Magazin;import
978-0000000000;100 Jahre Männergesangverein Vitis NÖ 1890-1990.;Unbekannt;[Männergesangverein;1;Shelf-20;Männergesangverein Vitis.;20.93;14;E-Book;import
2877210723;Julian Schnabel;Julian Schnabel|Rosenblum, Robert.;PaceWildenstein;57;Shelf-14;Mixed media painting;38.59;14;DVD;import
9783815415399;Octavius;Marcus Minucius Felix;apud Cornelium Boutestein, Samuelem Luchtmans;53;Shelf-10;Apologetics;40.73;14;E-Book;import
039912022X;The Dosadi Experiment;Frank Herbert;Presses Pocket;23;Shelf-20;American Science fiction;21.94;14;Book;import
9781589661608;Sonette an Orpheus;Rainer Maria Rilke;Published by Leonard & Virginia Woolf at the Hogarth Press;49;Shelf-23;Orpheus (Greek mythology);25.51;14;Magazin;import
9985902637;Freischütz;Carl Maria von Weber;"Novello; (etc.)";62;Shelf-20;Excerpts;35.64;14;E-Book;import
978-0000000000;[Neue Ausgabe sämtlicher Werke];Wolfgang Amadeus Mozart;Bärenreiter;62;Shelf-10;Criticism and interpretation;25.79;14;E-Book;import
978-0000000000;[Neue Ausgabe sämtlicher Werke];Wolfgang Amadeus Mozart;Bärenreiter;62;Shelf-37;Criticism and interpretation;30.11;14;E-Book;import
978-0000000000;[Neue Ausgabe sämtlicher Werke];Wolfgang Amadeus Mozart;Bärenreiter;62;Shelf-22;Criticism and interpretation;36.46;14;DVD;import
3458019235;Aphorismen zur Lebensweisheit;Arthur Schopenhauer;Presses universitaires de France;34;Shelf-9;Conduct of life;43.07;14;Magazin;import
0449228010;Earth is Room Enough;Isaac Asimov;Abelard-Schuman;27;Shelf-27;American Science fiction;19.49;14;Book;import
0449228010;Earth is Room Enough;Isaac Asimov;Abelard-Schuman;27;Shelf-17;American Science fiction;15.56;14;DVD;import
0439249546;Harry Potter (series) 1-4;J. K. Rowling;Bloomsbury;12;Shelf-17;wizards;29.28;14;Magazin;import
9780450008290;The star beast;Robert A. Heinlein;NEL / New English Library;26;Shelf-19;Science fiction;36.28;14;E-Book;import
1704085470;2020;Tageskalender 2020 Publishing;Independently published;61;Shelf-25;Diverses;17.87;14;Book;import
1704085470;2020;Tageskalender 2020 Publishing;Independently published;61;Shelf-27;Diverses;35.11;14;Book;import
9798586024374;Mandala-Malbuch Für Kinder 100 Färbung Seite;Alannah Zepps Macgroarty;Independently Published;60;Shelf-0;Diverses;29.26;14;Magazin;import
7513326622;Black Sunday;Thomas Harris;Ediciones B;30;Shelf-30;Fiction;18.59;14;Book;import
7513326622;Black Sunday;Thomas Harris;Ediciones B;30;Shelf-26;Fiction;21.32;14;E-Book;import
1434645665;Jimmie Higgins;Upton Sinclair;IndyPublish.com;61;Shelf-9;Fiction;35.60;14;Magazin;import
9997768094;Shadowland;Peter Straub;Coward, McCann & Geoghegan;20;Shelf-40;Fiction, horror;29.19;14;Book;import
9781078309721;Mein Persönliches Stickeralbum;Mein Personliches Stickeralbum;Independently Published;61;Shelf-20;Diverses;39.19;14;DVD;import
9781670338846;Grand Fantasy Designs;Felix Ode;Independently published;61;Shelf-10;Diverses;19.01;14;Magazin;import
9781670338846;Grand Fantasy Designs;Felix Ode;Independently published;61;Shelf-26;Diverses;30.51;14;Book;import
9781670338846;Grand Fantasy Designs;Felix Ode;Independently published;61;Shelf-3;Diverses;41.77;14;Magazin;import
9788416946082;The creation of patriarchy;Gerda Lerner;Katakrak;5;Shelf-25;History;42.88;14;E-Book;import
9782742702817;Suttree;Cormac McCarthy;Rowohlt Tb.;15;Shelf-22;Fiction;37.03;14;Book;import
9781892746818;Das kunstseidene Mädchen;Irmgard Keun;Balland;20;Shelf-31;Women;38.47;14;Magazin;import
0140288988;Hitler, 1889-1936;Ian Kershaw;Peninsular Publishing Company;16;Shelf-14;Politics and government;32.69;14;DVD;import
1588279162;Adventure;Jack London;Bohlin;53;Shelf-19;Classic Literature;25.54;14;Magazin;import
9783458345251;Poetry;Johann Wolfgang von Goethe;winter;50;Shelf-10;German Folk songs;41.35;14;Book;import
9780062005755;Skyclan's Destiny;Erin Hunter;HarperCollins;9;Shelf-40;Cats;28.92;14;DVD;import
9780062005755;Skyclan's Destiny;Erin Hunter;HarperCollins;9;Shelf-4;Cats;40.41;14;E-Book;import
9783785551974;Fear Street Sagas - The Hidden Evil;Robert Lawrence Stine;Tandem Library;5;Shelf-35;collectionID:FearStreetSagas;35.09;14;Magazin;import
975071797X;El cuaderno de Maya;Isabel Allende;Brand: HarperAudio;33;Shelf-13;Diaries;30.75;14;E-Book;import
9788408223160;El silencio de la ciudad blanca;Eva García Sáenz de Urturi;Booket;19;Shelf-16;Romance literature;19.40;14;Book;import
051514956X;Spirit Bound;Christine Feehan;ADA;6;Shelf-12;Large type books;38.51;14;Magazin;import
9780792711896;Wish you were here;Rita Mae Brown|Kate Forbes;Recorded Books;10;Shelf-18;Fiction;31.07;14;DVD;import
9780792711896;Wish you were here;Rita Mae Brown|Kate Forbes;Recorded Books;10;Shelf-21;Fiction;39.83;14;Magazin;import
8483552337;Código civil;Spain.;Editorial Colex;58;Shelf-22;Civil law;16.56;14;Magazin;import
8483552337;Código civil;Spain.;Editorial Colex;58;Shelf-14;Civil law;38.17;14;DVD;import
0744590779;The earth, my butt, and other big, round things;Carolyn Mackler;Carlsen;13;Shelf-5;Weight control;19.15;14;Book;import
0744590779;The earth, my butt, and other big, round things;Carolyn Mackler;Carlsen;13;Shelf-30;Weight control;20.99;14;Magazin;import
978-0000000000;Zeitschrift für ägyptische Sprache und Altertumskunde;Heinrich Karl Brugsch|Carl Richard Lepsius;Zentral Antiquariat der DDR;54;Shelf-14;Egyptology;36.46;14;Book;import
9780375858123;Christmas in Camelot;Mary Pope Osborne;Bayard Jeunesse;22;Shelf-17;Juvenile fiction;27.97;14;E-Book;import
9780375858123;Christmas in Camelot;Mary Pope Osborne;Bayard Jeunesse;22;Shelf-8;Juvenile fiction;14.76;14;E-Book;import
9780375724749;痴人の愛 (Chijin no ai);谷崎潤一郎;Knopf;16;Shelf-27;Love stories;10.16;14;Book;import
2266121235;The Ring;Kōji Suzuki;Vertical;13;Shelf-20;Fiction;21.09;14;DVD;import
2266121235;The Ring;Kōji Suzuki;Vertical;13;Shelf-40;Fiction;43.47;14;DVD;import
9781426447556;The Crater Or Vulcan's Peak;James Fenimore Cooper;BELKNAP PRESS OF HARVARD UNIV;57;Shelf-39;Fiction;26.00;14;DVD;import
0451410815;The Man With a Load of Mischief;Martha Grimes;Michael O'Mara Books Ltd;21;Shelf-20;Detective and mystery stories;15.08;14;Magazin;import
9781858918815;Ammonite;Nicola Griffith;Ballantine Books;11;Shelf-30;Fiction;31.07;14;Magazin;import
9780374626235;The Complete Stories;Flannery O'Connor;Farrar, Straus and Giroux;10;Shelf-34;American Short stories;23.07;14;DVD;import
9780030147166;Mister God, This Is Anna;Fynn;Zemorah, Bitan, Modan;44;Shelf-11;Biography;41.11;14;Book;import
097664004X;Durchs wilde Kurdistan;Karl May;Bertelsmann, München;52;Shelf-24;Apache Indians;37.92;14;E-Book;import
377042283X;Le Domaine des Dieux;René Goscinny|Albert Uderzo;Dalen;38;Shelf-15;series:Astérix;12.77;14;E-Book;import
377042283X;Le Domaine des Dieux;René Goscinny|Albert Uderzo;Dalen;38;Shelf-30;series:Astérix;39.08;14;Book;import
377042283X;Le Domaine des Dieux;René Goscinny|Albert Uderzo;Dalen;38;Shelf-7;series:Astérix;18.14;14;Book;import
9782266166881;Goldie the Sunshine Fairy;Daisy Meadows;Montena;13;Shelf-17;Hadas;27.98;14;Magazin;import
9783537714107;Sozialgesetzbuch;Germany;Der Bundesminister für Arbeit und Sozialordnung, Referat Presse- und Öffentlichkeitsarbeit;61;Shelf-16;Administration;16.12;14;Book;import
9780465049042;The Nazi Doctors;Robert Jay Lifton;Klett-Cotta Verlag;11;Shelf-29;Psychological aspects;23.67;14;Book;import
843220370X;Residencia en la tierra;Pablo Neruda;New Directions;39;Shelf-3;Spanish language books;44.98;14;DVD;import
843220370X;Residencia en la tierra;Pablo Neruda;New Directions;39;Shelf-1;Spanish language books;27.37;14;Book;import
843220370X;Residencia en la tierra;Pablo Neruda;New Directions;39;Shelf-37;Spanish language books;14.13;14;E-Book;import
9783453199040;Halloween Night II;Robert Lawrence Stine;Heritage;8;Shelf-0;Juvenile;44.64;14;DVD;import
9788379995684;Storia della bambina perduta;Elena Ferrante;Penguin Random House Grupo Editorial;20;Shelf-14;Social life and customs;23.92;14;Magazin;import
088646272X;A Twist in the Tale;Jeffrey Archer;Longman;38;Shelf-3;Short stories;42.22;14;Magazin;import
9781426453007;Don Carlos;Friedrich Schiller;Printed for W.J. and J. Richardson [and 2 others] and sold by H.D. Symonds ... and Bell and Bradfute;53;Shelf-15;Drama;35.17;14;E-Book;import
1844562727;The Secret Seven and the Tree House Adventure;Enid Blyton;CHIVERS AUDIO BOOKS;10;Shelf-21;Mystery and detective stories;15.55;14;Book;import
1414253486;Cashel Byron's Profession;George Bernard Shaw;Pinnacle Press;53;Shelf-37;Boxers (Sports);18.31;14;Book;import
9780439227483;Midnight on the moon;Mary Pope Osborne;Egmont;34;Shelf-32;Fiction;27.07;14;Book;import
9780439227483;Midnight on the moon;Mary Pope Osborne;Egmont;34;Shelf-10;Fiction;11.15;14;Book;import
9780439227483;Midnight on the moon;Mary Pope Osborne;Egmont;34;Shelf-29;Fiction;39.20;14;E-Book;import
9783442249732;The Spine of the World;R. A. Salvatore;Wizards of the Coast, Inc.;10;Shelf-35;Fiction;20.15;14;Book;import
9783518028575;Stiller;Max Frisch;Penguin;38;Shelf-33;Fiction;22.24;14;Magazin;import
9783518028575;Stiller;Max Frisch;Penguin;38;Shelf-33;Fiction;26.67;14;E-Book;import
9780822954491;Sogenannte Monadologie und Principes de la nature et de la grace fondés en raison;Gottfried Wilhelm Leibniz|Robert Zimmermann|Clara Strack|Robert Zimmermann|Joachim Christian Horn|Heinrich Köhler;Braumüller und Seidel;55;Shelf-11;Monadology;14.36;14;Book;import
9789012061032;Chagall;Marc Chagall;Pierre Matisse Gallery;47;Shelf-28;Art;43.68;14;DVD;import
9789012061032;Chagall;Marc Chagall;Pierre Matisse Gallery;47;Shelf-14;Art;20.80;14;Magazin;import
0899669549;The Cruise of the Snark;Jack London;Mills and Boon;50;Shelf-21;American Authors;41.55;14;DVD;import
9780899849775;Pierre, or the Ambiguities;Herman Melville;Northwestern University Press;52;Shelf-23;Fiction;33.69;14;DVD;import
9788820210991;Henri de Toulouse-Lautrec;Henri de Toulouse-Lautrec|Riva Castleman|Wlofgang Wittrock;Wienand;37;Shelf-0;Prints;38.98;14;Book;import
9788820210991;Henri de Toulouse-Lautrec;Henri de Toulouse-Lautrec|Riva Castleman|Wlofgang Wittrock;Wienand;37;Shelf-28;Prints;31.36;14;E-Book;import
9780823449842;The Shrinking of Treehorn;Florence Parry Heide|Edward Gorey;Diogenes;20;Shelf-7;Adventure and adventurers, fiction;32.93;14;Magazin;import
9780823449842;The Shrinking of Treehorn;Florence Parry Heide|Edward Gorey;Diogenes;20;Shelf-38;Adventure and adventurers, fiction;12.88;14;Book;import
9780552990547;Borstal Boy (Nonpareil Book);Brendan Behan;Books on Tape, Inc.;26;Shelf-26;Social life and customs;34.68;14;Book;import
978-0000000000;The gamester;Edward Moore;Printed for T. Davies, and R. Dodsley;56;Shelf-19;History;12.86;14;Book;import
0786171138;Where Late the Sweet Birds Sang;Kate Wilhelm;Blackstone Pub;22;Shelf-3;Fiction in English;29.89;14;E-Book;import
9780423754407;Les mains sales, pièce en sept tableaux;Jean-Paul Sartre|J.P. Satre;Rowohlt Taschenbuch Verlag;56;Shelf-9;French drama;36.20;14;Magazin;import
0342808001;The Fable Of Cupid And Psyche;Lucius Apuleius;Mediceae Societatis Librarium;59;Shelf-5;Fiction;17.81;14;DVD;import
9783548352077;Ever since Darwin;Stephen Jay Gould;Ullstein;23;Shelf-40;Evolution;37.39;14;DVD;import
9783548352077;Ever since Darwin;Stephen Jay Gould;Ullstein;23;Shelf-7;Evolution;29.77;14;Book;import
9783548352077;Ever since Darwin;Stephen Jay Gould;Ullstein;23;Shelf-32;Evolution;20.84;14;DVD;import
2010054849;Secret Seven on the Trail;Enid Blyton;Hachette;29;Shelf-5;Juvenile fiction;44.48;14;DVD;import
9781404389328;Pelle erobreren ...: roman;Martin Andersen Nexø|Steven T. Murray|Tiina Nunnally;Peter Smith;61;Shelf-15;European - Scandinavian;38.17;14;Magazin;import
9781404389328;Pelle erobreren ...: roman;Martin Andersen Nexø|Steven T. Murray|Tiina Nunnally;Peter Smith;61;Shelf-3;European - Scandinavian;19.44;14;E-Book;import
9780192505088;The egoist;George Meredith;Academy Chicago Ltd.;36;Shelf-32;Classic Literature;36.97;14;Book;import
9781900007283;История русской революции;Leon Trotsky;Sphere Books;38;Shelf-33;Revolution, 1917-1921;17.81;14;Magazin;import
1554886287;The Building of Jalna;Mazo de la Roche;Ullstein;53;Shelf-21;Fiction in English;36.73;14;Book;import
9788477275374;Hope Against Hope;Nadezhda Mandelʹshtam;Gallimard;39;Shelf-15;Biography;30.31;14;Magazin;import
9788477275374;Hope Against Hope;Nadezhda Mandelʹshtam;Gallimard;39;Shelf-25;Biography;10.23;14;DVD;import
000617485X;The Silk Vendetta;Eleanor Burford;AST;21;Shelf-38;Romantic suspense novels;37.35;14;Magazin;import
000617485X;The Silk Vendetta;Eleanor Burford;AST;21;Shelf-29;Romantic suspense novels;33.82;14;Book;import
9780879520342;Science and health;Mary Baker Eddy;Published by The First Church of Christ, Scientist;39;Shelf-1;Christian Science;23.82;14;DVD;import
1595402489;Mrs. Warren's Profession;George Bernard Shaw;Project Gutenberg;49;Shelf-38;Manuscripts;20.45;14;Magazin;import
1441872493;Машенька (Mašenka);Vladimir Nabokov|Michael Glenny;Fayard;42;Shelf-24;Translation of: Mashenʹka;19.99;14;DVD;import
1441872493;Машенька (Mašenka);Vladimir Nabokov|Michael Glenny;Fayard;42;Shelf-25;Translation of: Mashenʹka;44.28;14;E-Book;import
0241293510;Ségou;Maryse Condé;French & European Publications, Incorporated;18;Shelf-12;Fiction;20.06;14;DVD;import
1596444339;Gemeinsames Leben;Dietrich Bonhoeffer;HarperCollins;22;Shelf-30;Christian life;42.63;14;E-Book;import
3596147824;Bug Muldoon and the Garden of Fear;Paul Shipton;Hachette;19;Shelf-24;Children: Grades 4-6;14.12;14;Book;import
9780809591367;Gringo viejo;Carlos Fuentes;Deutsche Verlags-Anstalt DVA;41;Shelf-7;Fiction;26.51;14;E-Book;import
9780745153872;The woman who walked into doors;Roddy Doyle;J. Cape;17;Shelf-30;Fiction;40.73;14;Book;import
9783112407943;Gotthold Ephraim Lessing;Gotthold Ephraim Lessing;de Gruyter GmbH, Walter;60;Shelf-20;Diverses;40.68;14;Magazin;import
9781081657017;Tagebuch;Tagebuch Publishing;Independently published;60;Shelf-23;Diverses;33.53;14;Magazin;import
9798656726559;Sudoku Für Kinder;Ulrich Küchler;Independently Published;60;Shelf-18;Diverses;22.78;14;DVD;import
0415313333;Karl Marx;Franz Mehring;Europäische Verlagsanstalt;16;Shelf-40;Communists;43.99;14;DVD;import
3453186818;Sacred Sins;Nora Roberts;Random House Large Print;20;Shelf-35;Love stories, American;35.86;14;Magazin;import
0786286768;The sea;John Banville;Knopf;16;Shelf-3;Man Booker Prize Winner;36.65;14;DVD;import
9781983398070;Guest Book;Emily Newmann;Independently Published;59;Shelf-34;Diverses;21.91;14;Magazin;import
9798581553909;Tagesplaner 2021;Julia Bergmann G;Independently Published;60;Shelf-8;Diverses;30.47;14;Book;import
9798581553909;Tagesplaner 2021;Julia Bergmann G;Independently Published;60;Shelf-35;Diverses;17.47;14;Book;import
9798581553909;Tagesplaner 2021;Julia Bergmann G;Independently Published;60;Shelf-5;Diverses;25.52;14;Book;import
9782724247008;Fine things;Danielle Steel;Presses de la cite;43;Shelf-40;Fiction;19.59;14;E-Book;import
9788488791696;Les Identités meurtrières;Amin Maalouf;Harvill Press;19;Shelf-36;Group identity;28.52;14;DVD;import
8415580789;Theodore Boone, the accused;John Grisham;Penguin US;12;Shelf-8;Fiction;21.47;14;Book;import
8415580789;Theodore Boone, the accused;John Grisham;Penguin US;12;Shelf-13;Fiction;27.07;14;Book;import
9780465043576;The (mis)behavior of markets;Benoît B. Mandelbrot|Richard L. Hudson;Profile;12;Shelf-16;Capital market;24.64;14;Magazin;import
9789044304350;The gold coast;Nelson DeMille;House of Books B.V., The;43;Shelf-37;Fiction, thrillers, espionage;30.45;14;Magazin;import
0140065741;Look Homeward, Angel;Thomas Wolfe;Independently Published;34;Shelf-6;Fiction;28.11;14;E-Book;import
9783822814482;Salvador Dalí, 1904-1989;Robert Descharnes|Gilles Néret;Benedikt Taschen Verlag;16;Shelf-18;Catalogues raisonnés;22.26;14;DVD;import
0368273245;Love's Pilgrimage (A Novel);Upton Sinclair;IndyPublish.com;57;Shelf-9;Imprints;38.04;14;DVD;import
0368273245;Love's Pilgrimage (A Novel);Upton Sinclair;IndyPublish.com;57;Shelf-31;Imprints;24.61;14;Magazin;import
0600550222;Indian mythology;Veronica Ions;P. Bedrick Books;14;Shelf-34;Hindu Mythology;29.20;14;Book;import
0600550222;Indian mythology;Veronica Ions;P. Bedrick Books;14;Shelf-8;Hindu Mythology;40.65;14;E-Book;import
